object,affordances
plant,consumable
watering_can,grasp
watering_can,carry
watering_can,contain
watering_can,liquid-contain
watering_can,pour
watering_can,precise-pour
watering_can,rotate
watering_can,push
watering_can,pull
watering_can,scoop
apple,grasp
apple,carry
apple,rotate
apple,axis-roll
apple,free-roll
apple,push
apple,pull
apple,consumable
banana,grasp
banana,carry
banana,rotate
banana,axis-roll
banana,push
banana,pull
banana,stir
banana,consumable
salad,carry
salad,rotate
salad,push
salad,pull
salad,consumable
orange,grasp
orange,carry
orange,rotate
orange,axis-roll
orange,free-roll
orange,push
orange,pull
orange,consumable
tomato,grasp
tomato,carry
tomato,rotate
tomato,axis-roll
tomato,free-roll
tomato,push
tomato,pull
tomato,consumable
cucumber,grasp
cucumber,carry
cucumber,rotate
cucumber,axis-roll
cucumber,push
cucumber,pull
cucumber,consumable
milk_cartoon,grasp
milk_cartoon,carry
milk_cartoon,contain
milk_cartoon,liquid-contain
milk_cartoon,pour
milk_cartoon,rotate
milk_cartoon,push
milk_cartoon,pull
milk_cartoon,open
milk_cartoon,close
milk_cartoon,stack
cornflakes,grasp
cornflakes,carry
cornflakes,rotate
cornflakes,push
cornflakes,pull
cornflakes,consumable
tape,grasp
tape,carry
tape,rotate
tape,axis-roll
tape,push
tape,pull
tape,stack
tape,contact-connect
hammer,grasp
hammer,carry
hammer,rotate
hammer,push
hammer,pull
hammer,stir
hammer,hit
hammer,pound
screw,grasp
screw,carry
screw,rotate
screw,push
screw,pull
screw,stir
screw,contact-connect
screw,pierce
nail,grasp
nail,rotate
nail,push
nail,pull
nail,stir
nail,pierce
stapler,grasp
stapler,carry
stapler,rotate
stapler,push
stapler,pull
stapler,contact-connect
stapler,pierce
book,grasp
book,carry
book,rotate
book,push
book,pull
book,support
book,stack
remote,grasp
remote,carry
remote,rotate
remote,push
remote,pull
remote,stack
chair,grasp
chair,carry
chair,rotate
chair,push
chair,pull
chair,support
chair,stack
chair,vertical-support
desk,assisted-carry
desk,contain
desk,rotate
desk,push
desk,pull
desk,support
desk,vertical-support
monitor,carry
monitor,rotate
monitor,push
monitor,pull
monitor,heat
pc,carry
pc,assisted-carry
pc,rotate
pc,push
pc,pull
pc,heat
keyboard,carry
keyboard,rotate
keyboard,push
keyboard,pull
keyboard,stack
screwdriver,grasp
screwdriver,carry
screwdriver,rotate
screwdriver,push
screwdriver,pull
screwdriver,stir
screwdriver,pierce
sponge,grasp
sponge,carry
sponge,contain
sponge,rotate
sponge,push
sponge,pull
sponge,stack
sponge,wet-swipe
cloth,grasp
cloth,carry
cloth,rotate
cloth,axis-roll
cloth,push
cloth,pull
cloth,stack
cloth,dry-swipe
cloth,wet-swipe
broom,grasp
broom,carry
broom,rotate
broom,push
broom,pull
broom,stir
broom,dry-swipe
hand_brush,grasp
hand_brush,carry
hand_brush,rotate
hand_brush,push
hand_brush,pull
hand_brush,stir
hand_brush,dry-swipe
towel,grasp
towel,carry
towel,rotate
towel,axis-roll
towel,push
towel,pull
towel,stack
towel,wet-swipe
paper_towel,grasp
paper_towel,carry
paper_towel,rotate
paper_towel,axis-roll
paper_towel,push
paper_towel,pull
paper_towel,stack
paper_towel,scoop
paper_towel,dry-swipe
paper_towel,wet-swipe
pan,grasp
pan,carry
pan,contain
pan,liquid-contain
pan,rotate
pan,push
pan,pull
pan,open
pan,close
pan,support
pan,stack
pan,heat-resistance
pot,grasp
pot,carry
pot,contain
pot,liquid-contain
pot,rotate
pot,push
pot,pull
pot,open
pot,close
pot,stack
pot,scoop
box,grasp
box,carry
box,assisted-carry
box,contain
box,enclosed-contain
box,rotate
box,push
box,pull
box,open
box,close
box,support
box,stack
box,vertical-support
door,grasp
door,constrained-move
door,rotate
door,push
door,pull
door,open
door,close
door,vertical-support
window,carry
window,constrained-move
window,rotate
window,push
window,pull
window,stack
window,open
window,close
bench,assisted-carry
bench,rotate
bench,push
bench,pull
bench,support
bench,vertical-support
couch,assisted-carry
couch,rotate
couch,push
couch,pull
couch,vertical-support
stool,grasp
stool,carry
stool,assisted-carry
stool,rotate
stool,push
stool,pull
stool,support
stool,stack
refrigerator,assisted-carry
refrigerator,contain
refrigerator,rotate
refrigerator,push
refrigerator,pull
refrigerator,open
refrigerator,close
refrigerator,vertical-support
refrigerator,heat
tablet,grasp
tablet,carry
tablet,rotate
tablet,push
tablet,pull
tablet,heat
tablet,consumable
mop,grasp
mop,carry
mop,rotate
mop,push
mop,pull
mop,stir
mop,wet-swipe
tissue,grasp
tissue,carry
tissue,rotate
tissue,axis-roll
tissue,push
tissue,pull
tissue,stack
tissue,wet-swipe
tea_pot,grasp
tea_pot,carry
tea_pot,contain
tea_pot,liquid-contain
tea_pot,pour
tea_pot,precise-pour
tea_pot,rotate
tea_pot,push
tea_pot,pull
tea_pot,open
tea_pot,close
vase,grasp
vase,carry
vase,contain
vase,liquid-contain
vase,rotate
vase,push
vase,pull
vase,scoop
milk,liquid
milk,drinkable
water,liquid
water,drinkable
