object,affordances
oven,contain
oven,push
oven,pull
oven,open
oven,close
oven,support
oven,vertical-support
oven,heat
oven,heat-resistance
stove,rotate
stove,push
stove,pull
stove,support
stove,heat
plant,grasp
plant,carry
plant,rotate
plant,push
plant,pull
plant,consumable
watering_can,grasp
watering_can,carry
watering_can,contain
watering_can,liquid-contain
watering_can,pour
watering_can,precise-pour
watering_can,rotate
watering_can,push
watering_can,pull
watering_can,scoop
apple,grasp
apple,carry
apple,rotate
apple,axis-roll
apple,free-roll
apple,push
apple,pull
apple,stir
apple,consumable
banana,grasp
banana,carry
banana,rotate
banana,axis-roll
banana,push
banana,pull
banana,stir
banana,consumable
salad,carry
salad,rotate
salad,axis-roll
salad,push
salad,pull
salad,consumable
orange,grasp
orange,carry
orange,rotate
orange,axis-roll
orange,free-roll
orange,push
orange,pull
orange,consumable
tomato,grasp
tomato,carry
tomato,rotate
tomato,axis-roll
tomato,free-roll
tomato,push
tomato,pull
tomato,consumable
cucumber,grasp
cucumber,carry
cucumber,rotate
cucumber,axis-roll
cucumber,push
cucumber,pull
cucumber,stir
cucumber,consumable
milk_cartoon,grasp
milk_cartoon,carry
milk_cartoon,contain
milk_cartoon,liquid-contain
milk_cartoon,pour
milk_cartoon,rotate
milk_cartoon,push
milk_cartoon,pull
milk_cartoon,open
milk_cartoon,close
milk_cartoon,stack
milk_cartoon,stir
cornflakes,grasp
cornflakes,carry
cornflakes,rotate
cornflakes,push
cornflakes,pull
cornflakes,consumable
tape,grasp
tape,carry
tape,assisted-carry
tape,rotate
tape,axis-roll
tape,push
tape,pull
tape,contact-connect
hammer,grasp
hammer,carry
hammer,enclosed-contain
hammer,rotate
hammer,push
hammer,pull
hammer,stir
hammer,hit
screw,grasp
screw,carry
screw,rotate
screw,axis-roll
screw,push
screw,pull
screw,stir
screw,contact-connect
screw,pierce
nail,grasp
nail,rotate
nail,push
nail,pull
nail,stir
nail,contact-connect
nail,pierce
stapler,grasp
stapler,carry
stapler,rotate
stapler,push
stapler,pull
stapler,stir
stapler,contact-connect
stapler,pierce
book,grasp
book,carry
book,rotate
book,push
book,pull
book,support
book,stack
book,stir
book,consumable
remote,grasp
remote,carry
remote,rotate
remote,push
remote,pull
chair,grasp
chair,carry
chair,rotate
chair,push
chair,pull
chair,support
chair,stack
chair,vertical-support
desk,assisted-carry
desk,rotate
desk,push
desk,pull
desk,support
desk,vertical-support
monitor,carry
monitor,assisted-carry
monitor,rotate
monitor,push
monitor,pull
monitor,heat
pc,carry
pc,assisted-carry
pc,rotate
pc,push
pc,pull
pc,heat
keyboard,carry
keyboard,rotate
keyboard,push
keyboard,pull
screwdriver,grasp
screwdriver,carry
screwdriver,rotate
screwdriver,axis-roll
screwdriver,push
screwdriver,pull
screwdriver,stir
screwdriver,pierce
sponge,grasp
sponge,carry
sponge,contain
sponge,rotate
sponge,axis-roll
sponge,push
sponge,pull
sponge,stack
sponge,wet-swipe
cloth,grasp
cloth,carry
cloth,assisted-carry
cloth,rotate
cloth,axis-roll
cloth,push
cloth,pull
cloth,stack
cloth,dry-swipe
cloth,wet-swipe
broom,grasp
broom,carry
broom,rotate
broom,push
broom,pull
broom,distance-connect
broom,dry-swipe
broom,wet-swipe
hand_brush,grasp
hand_brush,carry
hand_brush,rotate
hand_brush,push
hand_brush,pull
hand_brush,dry-swipe
towel,grasp
towel,carry
towel,rotate
towel,axis-roll
towel,push
towel,pull
towel,stack
towel,scoop
towel,distance-connect
towel,wet-swipe
paper_towel,grasp
paper_towel,carry
paper_towel,rotate
paper_towel,axis-roll
paper_towel,push
paper_towel,pull
paper_towel,stack
paper_towel,scoop
paper_towel,dry-swipe
paper_towel,wet-swipe
pan,grasp
pan,carry
pan,contain
pan,liquid-contain
pan,rotate
pan,push
pan,pull
pan,close
pan,support
pan,stack
pan,stir
pan,heat
pan,heat-resistance
pot,grasp
pot,carry
pot,contain
pot,liquid-contain
pot,rotate
pot,push
pot,pull
pot,open
pot,close
pot,stack
pot,stir
box,grasp
box,carry
box,assisted-carry
box,contain
box,enclosed-contain
box,rotate
box,push
box,pull
box,open
box,close
box,support
box,stack
door,grasp
door,carry
door,constrained-move
door,rotate
door,push
door,pull
door,open
door,close
door,vertical-support
window,carry
window,constrained-move
window,rotate
window,push
window,pull
window,open
window,close
window,stack
bench,carry
bench,assisted-carry
bench,rotate
bench,push
bench,pull
bench,support
bench,stack
bench,vertical-support
couch,assisted-carry
couch,rotate
couch,push
couch,pull
couch,vertical-support
stool,grasp
stool,carry
stool,assisted-carry
stool,rotate
stool,push
stool,pull
stool,support
stool,stack
refrigerator,assisted-carry
refrigerator,contain
refrigerator,rotate
refrigerator,axis-roll
refrigerator,push
refrigerator,pull
refrigerator,open
refrigerator,close
refrigerator,support
refrigerator,vertical-support
refrigerator,heat
tablet,grasp
tablet,carry
tablet,rotate
tablet,push
tablet,pull
tablet,heat
tablet,consumable
mop,grasp
mop,carry
mop,rotate
mop,push
mop,pull
mop,wet-swipe
tissue,grasp
tissue,carry
tissue,rotate
tissue,axis-roll
tissue,push
tissue,pull
tissue,stack
tissue,wet-swipe
tea_pot,grasp
tea_pot,carry
tea_pot,contain
tea_pot,liquid-contain
tea_pot,pour
tea_pot,precise-pour
tea_pot,rotate
tea_pot,push
tea_pot,pull
tea_pot,open
tea_pot,close
tea_pot,scoop
vase,grasp
vase,carry
vase,contain
vase,liquid-contain
vase,rotate
vase,axis-roll
vase,push
vase,pull
vase,stir
milk,grasp
milk,carry
milk,enclosed-contain
milk,rotate
milk,push
milk,pull
milk,stir
milk,liquid
milk,drinkable
milk,consumable
water,carry
water,contain
water,pour
water,precise-pour
water,rotate
water,push
water,pull
water,vertical-support
water,stir
water,liquid
water,drinkable
water,consumable
nutcracker,grasp
nutcracker,carry
nutcracker,rotate
nutcracker,push
nutcracker,pull
nutcracker,pierce
walnuts,grasp
walnuts,carry
walnuts,rotate
walnuts,axis-roll
walnuts,push
walnuts,pull
walnuts,consumable
peanuts,grasp
peanuts,carry
peanuts,rotate
peanuts,axis-roll
peanuts,push
peanuts,pull
peanuts,consumable
pistachios,grasp
pistachios,carry
pistachios,rotate
pistachios,axis-roll
pistachios,push
pistachios,pull
pistachios,consumable
yoghurt,grasp
yoghurt,carry
yoghurt,rotate
yoghurt,push
yoghurt,pull
yoghurt,stack
yoghurt,drinkable
yoghurt,consumable
ladder,grasp
ladder,carry
ladder,assisted-carry
ladder,rotate
ladder,push
ladder,pull
ladder,support
ladder,vertical-support
oat_milk,grasp
oat_milk,carry
oat_milk,enclosed-contain
oat_milk,rotate
oat_milk,push
oat_milk,pull
oat_milk,stack
oat_milk,liquid
oat_milk,drinkable
oat_milk,consumable
tea_bag,grasp
tea_bag,carry
tea_bag,contain
tea_bag,rotate
tea_bag,axis-roll
tea_bag,push
tea_bag,pull
tea_bag,open
tea_bag,stir
oat_milk_cartoon,grasp
oat_milk_cartoon,carry
oat_milk_cartoon,contain
oat_milk_cartoon,liquid-contain
oat_milk_cartoon,pour
oat_milk_cartoon,precise-pour
oat_milk_cartoon,rotate
oat_milk_cartoon,push
oat_milk_cartoon,pull
oat_milk_cartoon,open
oat_milk_cartoon,close
oat_milk_cartoon,stack
oat_milk_cartoon,liquid
oat_milk_cartoon,drinkable
cool_pack,grasp
cool_pack,carry
cool_pack,enclosed-contain
cool_pack,rotate
cool_pack,push
cool_pack,pull
cool_pack,stack
hazelnuts,grasp
hazelnuts,carry
hazelnuts,rotate
hazelnuts,axis-roll
hazelnuts,free-roll
hazelnuts,push
hazelnuts,pull
hazelnuts,consumable
