object,affordances
coke_bottle,carry
coke_bottle,contain
coke_bottle,liquid-contain
coke_bottle,enclosed-contain
coke_bottle,pour
coke_bottle,drink
coke_bottle,rotate
coke_bottle,axis-roll
coke_bottle,push
coke_bottle,pull
coke_bottle,open
coke_bottle,close
coke_bottle,stir
fruit_juice_box,grasp
fruit_juice_box,carry
fruit_juice_box,contain
fruit_juice_box,liquid-contain
fruit_juice_box,enclosed-contain
fruit_juice_box,pour
fruit_juice_box,precise-pour
fruit_juice_box,drink
fruit_juice_box,rotate
fruit_juice_box,push
fruit_juice_box,pull
fruit_juice_box,open
fruit_juice_box,close
fruit_juice_box,stack
fruit_juice_box,liquid
fruit_juice_box,drinkable
fruit_juice_box,consumable
grapefruit_juice_box,grasp
grapefruit_juice_box,carry
grapefruit_juice_box,contain
grapefruit_juice_box,liquid-contain
grapefruit_juice_box,enclosed-contain
grapefruit_juice_box,pour
grapefruit_juice_box,precise-pour
grapefruit_juice_box,drink
grapefruit_juice_box,rotate
grapefruit_juice_box,push
grapefruit_juice_box,pull
grapefruit_juice_box,open
grapefruit_juice_box,close
grapefruit_juice_box,stack
grapefruit_juice_box,liquid
grapefruit_juice_box,drinkable
grapefruit_juice_box,consumable
counter,support
counter,stack
counter,vertical-support
cloth,grasp
cloth,carry
cloth,assisted-carry
cloth,rotate
cloth,axis-roll
cloth,push
cloth,pull
cloth,stack
cloth,dry-swipe
cloth,wet-swipe
apple_juice_box,grasp
apple_juice_box,carry
apple_juice_box,contain
apple_juice_box,liquid-contain
apple_juice_box,enclosed-contain
apple_juice_box,pour
apple_juice_box,precise-pour
apple_juice_box,drink
apple_juice_box,rotate
apple_juice_box,push
apple_juice_box,pull
apple_juice_box,open
apple_juice_box,close
apple_juice_box,stack
apple_juice_box,liquid
apple_juice_box,drinkable
apple_juice_box,consumable
butter,grasp
butter,carry
butter,rotate
butter,axis-roll
butter,push
butter,pull
butter,stir
butter,consumable
spread_packaging,grasp
spread_packaging,carry
spread_packaging,contain
spread_packaging,enclosed-contain
spread_packaging,rotate
spread_packaging,push
spread_packaging,pull
spread_packaging,open
spread_packaging,close
spread_packaging,stack
spread_packaging,contact-connect
decorative_object,grasp
decorative_object,carry
decorative_object,enclosed-contain
decorative_object,rotate
decorative_object,push
decorative_object,pull
decorative_object,stir
ladle,grasp
ladle,carry
ladle,contain
ladle,pour
ladle,rotate
ladle,push
ladle,pull
ladle,stir
deodorant,grasp
deodorant,carry
deodorant,enclosed-contain
deodorant,rotate
deodorant,axis-roll
deodorant,push
deodorant,pull
deodorant,liquid
tea_packaging,grasp
tea_packaging,carry
tea_packaging,contain
tea_packaging,rotate
tea_packaging,axis-roll
tea_packaging,push
tea_packaging,pull
tea_packaging,open
tea_packaging,close
tea_packaging,stack
milk_box,grasp
milk_box,carry
milk_box,contain
milk_box,liquid-contain
milk_box,rotate
milk_box,push
milk_box,pull
milk_box,open
milk_box,close
milk_box,stack
milk_box,drinkable
milk_box,consumable
sauce_bottle,grasp
sauce_bottle,carry
sauce_bottle,contain
sauce_bottle,liquid-contain
sauce_bottle,enclosed-contain
sauce_bottle,pour
sauce_bottle,precise-pour
sauce_bottle,rotate
sauce_bottle,axis-roll
sauce_bottle,push
sauce_bottle,pull
sauce_bottle,open
sauce_bottle,close
sauce_bottle,stir
brush,grasp
brush,carry
brush,rotate
brush,push
brush,pull
brush,stir
brush,wet-swipe
mounting_adhesive,grasp
mounting_adhesive,enclosed-contain
mounting_adhesive,rotate
mounting_adhesive,push
mounting_adhesive,pull
mounting_adhesive,support
mounting_adhesive,contact-connect
whisk,grasp
whisk,carry
whisk,rotate
whisk,push
whisk,pull
whisk,stir
torch,grasp
torch,carry
torch,enclosed-contain
torch,rotate
torch,push
torch,pull
torch,heat
drops_packaging,grasp
drops_packaging,carry
drops_packaging,contain
drops_packaging,enclosed-contain
drops_packaging,rotate
drops_packaging,push
drops_packaging,pull
drops_packaging,open
drops_packaging,close
drops_packaging,stack
powder_packaging,grasp
powder_packaging,carry
powder_packaging,rotate
powder_packaging,axis-roll
powder_packaging,push
powder_packaging,pull
patches,grasp
patches,enclosed-contain
patches,rotate
patches,push
patches,pull
patches,stack
patches,contact-connect
patches,wet-swipe
patches,heat
table,assisted-carry
table,rotate
table,push
table,pull
table,support
table,vertical-support
